Date,Open,High,Low,Close,Adjusted Closing Price,Volume
4/30/2020,120.956024,121.673042,119.713196,120.038239,98.695961,6941047
5/1/2020,117.772469,118.040154,116.051628,116.510513,95.795448,5152073
5/4/2020,115.506691,116.606117,114.13958,116.328873,95.646103,4202723
5/5/2020,117.963669,118.852776,117.084129,117.189293,96.353554,4078772
5/6/2020,117.820267,118.594643,117.026772,117.753349,96.817314,4042372
5/7/2020,117.571701,117.839386,115.53537,115.898659,96.570366,4615580
5/8/2020,117.275337,117.810707,115.736137,117.581261,97.972359,5232615
5/11/2020,116.453156,118.021034,115.363289,117.198853,97.653717,3697924
5/12/2020,117.60038,118.852776,114.971321,114.971321,95.797699,5004587
5/13/2020,114.67495,114.713196,109.799232,110.640533,92.18914,6153409
5/14/2020,109.531548,111.940727,106.892921,111.806885,93.160988,5501332
5/15/2020,110.831741,112.227531,110.181641,111.835564,93.184883,5006470
5/18/2020,114.608032,116.978966,114.483749,116.214149,96.833244,4399162
5/19/2020,115.86042,116.797325,114.856598,115,95.821571,3390191
5/20/2020,115.611855,117.084129,115.296364,116.042068,96.689873,4017372
5/21/2020,115.669212,116.367111,113.738052,113.881454,94.88958,4184941
5/22/2020,114.120461,114.216064,112.418739,113.183556,94.308067,4373117
5/26/2020,115.965584,117.227531,115.688339,116.405357,96.992569,5720888
5/27/2020,118.489487,120.296364,118.040154,120.019119,100.003677,5990965
5/28/2020,121.290634,121.38623,118.757172,119.053535,99.199097,4095404
5/29/2020,118.231361,119.627151,116.864243,119.407265,99.493851,8294675
6/1/2020,119.158699,120.219887,118.575523,119.397705,99.485863,3003798
6/2/2020,120.143402,120.458893,119.177818,120.458893,100.37011,3115093
6/3/2020,121.558319,123.900574,121.414917,123.374763,102.79969,4097914
6/4/2020,122.160614,123.27916,121.434036,123.221794,102.672226,4042581
6/5/2020,128.001907,128.326965,125.956024,126.252388,105.197403,6163764
6/8/2020,126.453156,129.904404,126.453156,129.780121,108.136833,5617543
6/9/2020,127.648186,127.724663,125.258125,126.070747,105.046066,5641706
6/10/2020,126.338432,126.414917,124.091782,124.158699,103.452904,4952601
6/11/2020,120.487572,120.554497,112.657745,112.820267,94.005341,12304726
6/12/2020,115.917786,117.705544,114.034416,116.548759,97.112053,6506434
6/15/2020,113.948372,116.988525,113.087952,116.300194,96.90493,5385959
6/16/2020,119.502869,121.892921,117.74379,119.646271,99.693001,5864608
6/17/2020,120.296364,120.697899,117.973228,118.690247,98.896408,3302013
6/18/2020,117.59082,118.929253,116.950287,118.699806,98.904366,2997208
6/19/2020,120.621414,121.242828,116.873802,117.084129,97.558136,8471554
6/22/2020,116.749519,117.112808,115.229446,115.745697,96.442932,4993081
6/23/2020,116.644356,117.495216,113.986618,114.158699,95.120567,6937700
6/24/2020,113.116638,113.116638,110.783936,111.300194,92.738792,7061546
6/25/2020,111.625237,113.967499,110.994263,113.79541,94.817871,6412608
6/26/2020,113.059273,113.757172,111.147224,112.036331,93.352158,11244605
6/29/2020,112.791588,114.512428,112.208412,114.483749,95.391418,4350837
6/30/2020,113.948372,115.86998,113.766731,115.458893,96.203949,4099797
7/1/2020,114.980881,115.898659,113.164436,113.326958,94.427536,4869967
7/2/2020,114.426384,116.080307,114.015297,114.435944,95.351593,3919362
7/6/2020,115.917786,116.491394,114.206497,114.904396,95.74192,4231488
7/7/2020,113.766731,114.254303,112.170174,112.40918,93.662834,4474893
7/8/2020,112.868073,113.422562,111.357552,112.533463,93.766373,5431669
7/9/2020,112.810707,112.810707,110.133842,110.621414,92.173203,4982098
7/10/2020,110.420647,113.355644,110.219887,113.145317,94.276199,4482842
7/13/2020,114.512428,115.669212,113.441681,113.957932,94.9533,4864632
7/14/2020,113.403442,115.573616,112.734222,115.296364,96.06852,4742982
7/15/2020,117.017204,118.508606,116.778206,117.59082,97.980324,4679176
7/16/2020,117.284897,119.005737,116.787766,118.556404,98.784882,4530121
7/17/2020,118.919693,120.105164,117.782028,119.608032,99.661118,4167892
7/20/2020,120.52581,121.481834,119.636711,120.812622,100.664848,10384374
7/21/2020,125.391968,126.357552,120.267685,120.516251,100.417892,16063004
7/22/2020,120.363289,123.776291,120.267685,123.011475,102.496986,8572388
7/23/2020,123.422562,123.680687,121.558319,121.7304,101.429558,4414225
7/24/2020,120.917786,122.036331,119.980881,120.258125,100.202812,3693531
7/27/2020,119.369026,120.764816,119.225624,120.659653,100.537384,3905136
7/28/2020,120.286804,120.783936,118.690247,118.996178,99.151314,4370397
7/29/2020,119.082214,120.449333,118.61377,119.808792,99.828423,2963109
7/30/2020,118.2696,118.451241,116.290634,117.495216,97.900673,4171553
7/31/2020,117.313576,117.581261,115.764816,117.533463,97.932533,5519847
8/3/2020,118.068832,118.938812,116.778206,118.843208,99.023865,3688301
8/4/2020,118.374763,120.32505,118.374763,120.305923,100.24263,3625541
8/5/2020,121.156792,121.175911,119.13002,119.933075,99.931969,3786102
8/6/2020,119.502869,120.707458,119.502869,120.573616,100.465691,3574287
8/7/2020,118.068832,119.569794,117.791588,119.46463,100.844978,3818946
8/10/2020,119.904396,121.644356,119.67495,121.520073,102.58007,4150842
8/11/2020,123.097511,124.732315,121.042068,121.175911,102.289551,5231255
8/12/2020,121.998085,122.170174,120.34417,121.128105,102.249191,3692066
8/13/2020,120.420647,120.831741,119.282982,119.531548,100.901474,3317180
8/14/2020,118.738052,120.038239,118.4608,119.760994,101.095169,3099716
8/17/2020,119.741875,120.066925,118.938812,118.967499,100.425346,3514665
8/18/2020,119.502869,119.980881,118.776291,119.426384,100.812698,3014990
8/19/2020,119.340347,119.980881,118.068832,118.393883,99.941124,3916119
8/20/2020,117.782028,118.585083,117.40918,117.734222,99.38427,2679015
8/21/2020,117.60038,118.049713,116.931168,117.74379,99.392372,3540815
8/24/2020,118.346077,120.516251,117.93499,120.152962,101.426041,4258057
8/25/2020,120.458893,121.242828,119.015297,119.158699,100.586746,3114674
8/26/2020,119.45507,119.617592,118.499046,118.709366,100.207413,3544162
8/27/2020,119.120461,119.598473,118.527725,119.168259,100.594803,3580144
8/28/2020,119.46463,119.789673,118.757172,119.569794,100.933762,3242182
8/31/2020,119.741875,119.741875,117.619499,117.887192,99.513397,5049983
9/1/2020,117.447418,118.499046,116.778206,117.973228,99.586029,3300444
9/2/2020,118.27916,123.040154,118.145317,122.543022,103.443588,6895650
9/3/2020,122.552582,124.235184,118.212234,118.977058,100.433403,5979773
9/4/2020,118.881454,119.837479,115.908218,116.921608,98.698318,6295037
9/8/2020,116.787766,117.466537,115.401527,115.879539,97.818665,5449974
9/9/2020,116.759079,118.26004,115.956024,116.883362,98.666031,3944152
9/10/2020,117.141495,118.145317,114.952202,115.258125,97.294106,4161406
9/11/2020,116.051628,117.304016,115.420647,116.118546,98.020416,3711313
9/14/2020,116.978966,117.954109,116.405357,116.72084,98.528839,3809009
9/15/2020,117.418739,117.973228,116.864243,117.05545,98.811302,3049299
9/16/2020,117.313576,120.286804,117.313576,118.757172,100.24781,3962666
9/17/2020,117.227531,120.028679,116.606117,119.426384,100.812698,3317180
9/18/2020,118.79541,119.426384,117.25621,117.361374,99.069542,5639614
9/21/2020,115.181641,115.391968,113.365204,114.961761,97.043938,5555724
9/22/2020,115.038239,116.108986,114.273422,115.210327,97.253754,3093859
9/23/2020,115.487572,116.242828,113.221794,113.60421,95.897972,4120612
9/24/2020,112.906311,114.263863,111.357552,112.896751,95.300781,3709325
9/25/2020,112.428299,114.158699,111.797325,113.718925,95.994797,3089570
9/28/2020,115.267685,116.950287,115.114723,116.376671,98.238312,3670623
9/29/2020,116.070747,116.816444,114.923515,115.621414,97.600761,2203504
9/30/2020,116.042068,117.504784,115.487572,116.319313,98.189888,3411111
10/1/2020,116.978966,117.877632,115.066925,115.764816,97.721825,3359438
10/2/2020,113.80497,116.39579,113.594643,115.267685,97.30217,3059759
10/5/2020,116.481834,117.351814,115.726578,116.644356,98.464256,3190823
10/6/2020,117.189293,119.340347,116.242828,116.606117,98.432007,4050426
10/7/2020,117.275337,118.919693,116.940727,118.61377,100.12674,2944908
10/8/2020,125.105164,129.541107,124.063095,125.707458,106.114815,26452189
10/9/2020,126.19503,126.19503,121.988525,122.170174,103.128845,8737970
10/12/2020,122.437859,122.60994,120.879539,121.615677,102.660767,4848315
10/13/2020,121.003822,121.558319,118.986618,119.598473,100.95797,5654781
10/14/2020,119.627151,121.357552,119.627151,120.401527,101.635857,3899593
10/15/2020,118.623329,119.713196,118.403442,119.397705,100.788483,3541024
10/16/2020,119.66539,120.86998,119.177818,120.391968,101.627785,4927078
10/19/2020,121.223709,121.749519,119.579353,120,101.296913,7822720
10/20/2020,114.531548,114.866158,111.701721,112.208412,94.719719,22490151
10/21/2020,111.52964,112.514343,109.741875,110,92.855507,10204044
10/22/2020,109.942642,110.956024,108.011475,110.669212,93.42041,8217167
10/23/2020,111.376671,111.491394,110.449333,110.898659,93.614098,4072496
10/26/2020,109.416824,109.847038,106.921608,107.284897,90.563576,7534756
10/27/2020,107.217972,107.284897,105.191208,105.697899,89.223915,6209161
10/28/2020,103.881454,104.904396,101.261948,101.959846,86.068481,9860956
10/29/2020,102.533463,104.818359,101.864243,104.120461,87.892349,7071169
10/30/2020,103.154877,106.883362,103.011475,106.749519,90.111633,8285889
11/2/2020,107.695984,108.824089,107.313576,107.94455,91.120415,5555829
11/3/2020,108.986618,110.564056,108.632889,109.13958,92.129196,4397698
11/4/2020,107.39006,108.900574,106.271507,106.978966,90.305328,6066905
11/5/2020,108.317398,110.219887,108.040154,109.722755,92.621468,5127701
11/6/2020,110.019119,110.038239,108.403442,109.024857,92.032349,5490663
11/9/2020,112.695984,114.47419,110.200768,110.449333,94.586754,9405841
11/10/2020,111.558319,112.973228,111.137665,112.724663,96.535301,5881449
11/11/2020,112.92543,113.145317,111.108986,112.045891,95.954018,4486922
11/12/2020,110.54493,111.252388,108.489487,109.46463,93.743477,6797117
11/13/2020,110.124283,112.208412,109.952202,111.711281,95.667458,4898000
11/16/2020,113.097511,113.336517,111.969406,113.154877,96.903725,5536896
11/17/2020,112.428299,113.326958,111.921608,112.523903,96.363373,4324687
11/18/2020,112.543022,113.652008,111.615677,111.634796,95.601974,4818713
11/19/2020,111.414917,112.284897,110.793503,112.026772,95.937645,3597822
11/20/2020,112.428299,112.848946,111.558319,111.797325,95.74115,5255418
11/23/2020,112.265778,115.219887,112.112808,114.808792,98.320114,5910318
11/24/2020,115.54493,119.244743,115.497131,118.948372,101.865181,8109115
11/25/2020,117.523903,118.862335,116.73996,118.738052,101.685074,4326151
11/27/2020,118.738052,119.799232,118.4608,118.881454,101.807884,2187395
11/30/2020,118.642448,119.502869,117.676865,118.087952,101.128326,6263448
12/1/2020,118.451241,120.296364,117.667305,117.74379,100.833611,5553319
12/2/2020,117.447418,119.158699,117.026772,119.13958,102.028923,3860472
12/3/2020,118.699806,119.369026,117.868073,118.173996,101.202011,4757417
12/4/2020,118.518166,121.778206,118.202675,121.606117,104.141235,5776849
12/7/2020,120.927345,121.38623,119.091782,119.216064,102.094421,8701151
12/8/2020,119.808792,120.774376,119.158699,120.181641,102.921333,5643170
12/9/2020,120.267685,122.07457,120.172081,121.214149,103.80555,6813121
12/10/2020,120.793503,121.347992,119.445503,119.46463,102.307289,5024147
12/11/2020,118.623329,119.99044,118.173996,118.80497,101.742386,4687544
12/14/2020,119.808792,120.688339,118.040154,118.097511,101.136513,5282300
12/15/2020,118.919693,120.391968,118.011475,120.391968,103.10144,4556585
12/16/2020,120.391968,121.003822,119.780113,120.028679,102.790344,4738485
12/17/2020,120.53537,120.54493,119.416824,120.028679,102.790344,3962248
12/18/2020,120.066925,120.841301,119.47419,120.315491,103.035957,7900229
12/21/2020,118.518166,118.718925,116.367111,117.963669,101.021896,6397022
12/22/2020,117.887192,118.757172,117.026772,118.173996,101.202011,4535561
12/23/2020,118.432121,119.703636,118.298279,118.451241,101.439438,2817819
12/24/2020,119.502869,119.598473,118.747612,119.206497,102.086227,1842111
12/28/2020,119.598473,121.032501,118.986618,119.330788,102.19268,3781499
12/29/2020,119.837479,119.961761,117.820267,118.355644,101.357582,3647402
12/30/2020,118.355644,119.359467,118.193115,118.871895,101.799675,3535794
12/31/2020,118.757172,120.487572,118.537285,120.34417,103.060509,3738822
1/4/2021,120.315491,120.382408,117.629066,118.489487,101.472198,5417443
1/5/2021,119.512428,121.108986,119.13002,120.592735,103.273392,6395872
1/6/2021,121.319313,126.080307,121.147224,123.60421,105.852356,8322708
1/7/2021,124.32122,124.722755,122.619499,123.317398,105.606728,4714740
1/8/2021,122.915871,123.632889,121.39579,122.877632,105.230118,4891305
1/11/2021,122.323135,123.977058,122.045891,122.92543,105.271057,5859587
1/12/2021,123.413002,124.13958,122.313576,123.527725,105.786858,3921663
1/13/2021,123.47036,124.043976,120.898659,121.338432,103.911987,8030874
1/14/2021,122.39006,124.435944,121.940727,123.298279,105.590363,7848347
1/15/2021,122.638626,123.556404,122.05545,122.74379,105.115517,5131153
1/19/2021,123.594643,123.891014,122.456978,123.346077,105.63131,5646308
1/20/2021,123.996178,125.296364,122.906311,124.359467,106.499138,5856240
1/21/2021,124.397705,126.424477,124.330788,125.86042,107.784538,13116003
1/22/2021,115.391968,115.391968,112.198853,113.393883,97.108414,39814421
1/25/2021,113.537285,114.282982,112.284897,113.365204,97.083862,14315974
1/26/2021,113.938812,117.198853,113.212234,117.103249,100.285042,11186656
1/27/2021,116.711281,119.302101,116.271507,117.084129,100.268661,12705239
1/28/2021,117.39962,117.782028,114.789673,114.799232,98.311928,8455969
1/29/2021,114.933075,115.965584,113.671127,113.871895,97.517784,12369473
2/1/2021,114.627151,115.630974,113.508606,115.239006,98.688545,6538023
2/2/2021,114.110901,115.67878,114.034416,114.187378,97.787941,6633627
2/3/2021,113.80497,114.531548,112.92543,113.881454,97.525963,7024308
2/4/2021,114.636711,115.774376,113.642448,115.697899,99.081528,4771957
2/5/2021,115.67878,116.453156,115.219887,116.434036,99.711952,4775722
2/8/2021,117.227531,118.527725,117.017204,118.173996,101.202011,6158848
2/9/2021,116.5392,117.208412,115.726578,116.7304,101.301567,4933982
2/10/2021,117.619499,117.982796,115.879539,116.864243,101.417725,5090673
2/11/2021,116.634796,116.835564,115.32505,115.592735,100.314285,5629154
2/12/2021,115.67878,116.022942,114.808792,115.487572,100.223015,4049275
2/16/2021,114.866158,115.296364,114.110901,114.789673,99.617348,6945231
2/17/2021,114.024857,115.258125,113.785851,114.694077,99.534401,4141219
2/18/2021,115.200768,115.621414,114.435944,115.420647,100.164932,5646413
2/19/2021,115.439774,115.449333,113.173996,113.757172,98.721336,6881320
2/22/2021,113.288719,115.803062,113.231361,115.54493,100.272804,6149643
2/23/2021,115.602295,116.013382,114.531548,115.401527,100.148346,4739740
2/24/2021,115.487572,118.059273,115.219887,117.791588,102.222504,6087720
2/25/2021,117.94455,118.881454,116.959846,117.084129,101.608536,5953623
2/26/2021,116.873802,116.873802,113.652008,113.699806,98.671555,9467346
3/1/2021,115.057358,116.940727,114.588913,115.430206,100.173241,5977367
3/2/2021,115.430206,116.5392,114.971321,115.038239,99.833076,4732418
3/3/2021,115.200768,117.237091,114.703636,116.978966,101.517281,7744898
3/4/2021,116.634796,117.801147,113.537285,114.827919,99.650551,8439651
3/5/2021,115.33461,118.307838,114.961761,117.428299,101.907234,7268968
3/8/2021,117.581261,121.271507,117.476097,119.32122,103.549957,7572203
3/9/2021,119.885277,120.86998,118.699806,118.718925,103.027267,5867014
3/10/2021,119.550667,122.60038,119.13002,122.246651,106.088699,7581199
3/11/2021,122.456978,122.982796,121.20459,121.548759,105.483063,5383657
3/12/2021,121.596558,122.06501,121.042068,121.998085,105.872993,4194565
3/15/2021,122.151054,123.087952,121.931168,122.92543,106.677773,3577948
3/16/2021,122.638626,122.868073,121.73996,122.60038,106.395691,4867247
3/17/2021,122.810707,123.79541,121.883362,123.355644,107.051125,4488804
3/18/2021,123.2696,125.239006,122.170174,124.340347,107.90567,6104142
3/19/2021,124.302101,124.703636,122.877632,123.231361,106.943275,10297870
3/22/2021,122.848946,124.971321,122.265778,124.808792,108.312202,4356485
3/23/2021,124.703636,125.774376,124.091782,124.722755,108.237534,4556794
3/24/2021,125.191208,126.300194,124.827919,124.875717,108.370285,4189230
3/25/2021,124.598473,127.380501,124.063095,127.217972,110.402954,5809484
3/26/2021,127.428299,130.478012,127.265778,130.382416,113.149124,5823710
3/29/2021,130,131.042068,129.550674,129.885284,112.71772,4835344
3/30/2021,129.885284,130.277252,128.12619,128.79541,111.771889,5010758
3/31/2021,128.623322,128.785858,126.873802,127.39962,110.560593,5172575
4/1/2021,127.877632,128.040146,126.453156,127.370934,110.535706,4261404
4/5/2021,127.762909,130.678772,127.533463,129.952194,112.775787,5722980
4/6/2021,129.617584,129.674957,128.193115,128.317398,111.357048,3787566
4/7/2021,127.954109,129.005737,127.896751,128.99617,111.946114,3112896
4/8/2021,128.652008,129.66539,128.26004,129.177826,112.103752,4275211
4/9/2021,128.938812,129.770554,128.785858,129.761002,112.609848,3162999
4/12/2021,129.082214,129.416824,127.963669,128.671127,111.66404,3926684
4/13/2021,127.151054,127.74379,124.646271,125.411087,108.834892,8403041
4/14/2021,125.53537,126.940727,124.780113,126.797325,110.037903,6137928
4/15/2021,127.418739,127.982796,126.405357,126.749519,109.996407,4062664
4/16/2021,127.151054,128.202682,127.103249,127.715103,110.834373,5535223
4/19/2021,127.724663,127.93499,126.749519,127.265778,110.44445,8575736
4/20/2021,131.042068,133.623322,130.688339,132.084137,114.625916,16192708
4/21/2021,131.988525,137.40918,131.653915,137.237091,119.097778,12456814
4/22/2021,137.380493,138.374756,134.79924,135.066925,117.214462,7428064
4/23/2021,135.095596,137.294449,134.751434,136.166351,118.168587,4765576
4/26/2021,136.156784,137.313583,135.258133,135.344162,117.455063,4927497
4/27/2021,135.458893,136.290634,134.560226,135.764816,117.820122,4062664
4/28/2021,136.634796,137.093689,135.850861,136.711288,118.641479,3941433
4/29/2021,137.79158,142.198853,136.692154,137.896744,119.670258,4554179
4/30/2021,137.380493,137.504776,134.369019,135.640533,117.712257,9280321
5/3/2021,137.485657,139.340347,137.237091,138.384323,120.093391,5997241
5/4/2021,138.05928,140.143402,137.982788,139.340347,120.923027,6642623
5/5/2021,139.521988,139.521988,138.59465,138.833649,120.483337,5229895
5/6/2021,138.871887,141.978973,138.79541,141.892929,123.138237,7848661
5/7/2021,139.502869,139.713196,138.212234,139.063095,122.030861,7325661
5/10/2021,139.388138,141.854691,139.388138,139.741867,122.62648,7304636
5/11/2021,138.61377,138.804977,136.615677,137.877625,120.990593,7454214
5/12/2021,137.514343,137.810699,134.933075,135.086044,118.540916,6233742
5/13/2021,135.229446,138.527725,135.066925,137.829834,120.948631,4807207
5/14/2021,138.728485,139.28299,137.629059,138.317398,121.376495,2873780
5/17/2021,138.087952,139.388138,137.982788,138.728485,121.737221,4471755
5/18/2021,138.412994,138.910141,136.931168,137.581268,120.730522,4000009
5/19/2021,136.061188,136.902481,134.722748,136.892929,120.126495,4498532
5/20/2021,136.826004,138.537292,135.908218,137.552582,120.705338,4301675
5/21/2021,137.934998,139.292542,137.934998,138.374756,121.426826,4219041
5/24/2021,138.680695,138.99617,137.839386,138.355637,121.410027,3449290
5/25/2021,138.546844,138.623322,136.902481,137.466537,120.629852,4118311
5/26/2021,137.189301,137.657745,136.749527,137.07457,120.285881,3225655
5/27/2021,137.495224,138.403442,137.313583,137.495224,120.655022,5889294
5/28/2021,137.868073,137.982788,137.179733,137.418732,120.587891,2651192
6/1/2021,138.623322,139.416824,137.428299,137.848953,120.965416,2528705
6/2/2021,138.26004,139.340347,137.772461,139.311661,122.248993,2915097
6/3/2021,138.537292,139.46463,137.705551,139.149139,122.106354,4320608
6/4/2021,139.579346,141.061188,139.349899,140.936905,123.675163,3261323
6/7/2021,141.061188,142.198853,140.697891,141.510513,124.17852,3621984
6/8/2021,141.606125,143.59465,141.606125,142.514343,125.059418,5313785
6/9/2021,142.476105,144.426392,142.27533,144.043976,126.401695,5547252
6/10/2021,144.808792,146.118546,143.173996,143.919693,126.292618,4977391
6/11/2021,143.814529,145.172089,143.757172,144.627151,126.913422,3596462
6/14/2021,144.082214,144.388138,142.122375,143.432129,125.864769,3498661
6/15/2021,143.26004,143.317398,142.065002,142.79158,125.302704,2628912
6/16/2021,143.173996,143.173996,140.745697,141.328873,124.019119,4057329
6/17/2021,141.061188,141.548752,138.891006,139.196945,122.148315,4568300
6/18/2021,138.12619,138.317398,136.749527,136.826004,120.067764,9577699
6/21/2021,137.772461,140.602295,137.72467,140.20076,123.02919,4482633
6/22/2021,140.076477,140.353729,138.957932,139.923523,122.785919,2549102
6/23/2021,139.990433,140.057358,138.212234,138.250473,121.317757,3349920
6/24/2021,139.388138,139.761002,138.326965,139.043976,122.014091,3775746
6/25/2021,138.986618,140.468445,138.575531,140.382416,123.188614,3759533
6/28/2021,140.544937,140.822174,138.537292,138.900574,121.888237,4067789
6/29/2021,138.871887,140.286804,138.718933,139.149139,122.106354,2540211
6/30/2021,138.747604,140.468445,138.346085,140.143402,122.978844,3394375
7/1/2021,140.497131,141.013382,140.124283,140.382416,123.188614,2809661
7/2/2021,140.449326,140.487579,133.326965,133.862335,117.467087,17584515
7/6/2021,133.833649,134.244736,131.07074,132.676865,116.426796,8466010
7/7/2021,132.657745,134.158707,132.657745,133.671127,117.299286,4246446
7/8/2021,131.72084,135.095596,131.606125,134.550674,118.071114,5739820
7/9/2021,135.229446,135.736145,134.646271,135.296371,118.725479,4083689
7/12/2021,135.210327,135.71701,133.957932,134.722748,118.222115,3496360
7/13/2021,134.722748,134.722748,133.489487,134.110901,117.685204,3309858
7/14/2021,134.531555,134.560226,132.820267,133.671127,117.299286,4606061
7/15/2021,133.193115,134.28299,132.695984,134.273422,117.827812,3807126
